10004	공인회계사로 6년간 중소·중견기업 회계감사와 세무조정을 담당했습니다. 법인 결산과 재무제표 작성, 내부통제 절차 설계까지 맡아왔고 소득세·법인세 신고 실무에 익숙합니다. 마감 일정이 몰리는 시기에도 우선순위를 잡아 처리하는 편입니다.
982	무용 전공(석사). 소규모 창작 공연 3편의 안무를 맡았습니다. 연출과 콘셉트를 협의해 곡을 고르고 동작을 구성하는 일, 무용수를 모아 연습을 이끄는 일까지 직접 했습니다. 직접 무대에 서기도 합니다.
2053	독립 단편·중편 연출 6년. 시나리오 분석부터 배역 결정, 로케이션 헌팅, 촬영 일정 관리까지 전 과정을 책임졌습니다. 제한된 예산 안에서 스태프를 조율하고 촬영분을 점검해 재촬영 여부를 판단하는 일에 익숙합니다.
2932	카페 5년차. 에스프레소 머신 운용과 원두별 추출 세팅, 시즌 음료 레시피 개발을 맡았습니다. 전통차 라인도 다뤄봤습니다. 손님 취향을 듣고 바로 조정하는 응대에 강점이 있습니다.
2269	조경학과 졸업 후 시공 현장에서 1년 반. 설계도면을 읽고 필요한 수목·자재량과 장비를 산정하는 일, 조경석과 잔디 자재를 발주·검수하는 일을 했습니다. 자연생태복원산업기사 보유. 도면을 시각적으로 이해하는 감각이 좋다는 평을 받습니다.
9702	고졸 후 조선 기자재 업체에서 4년. 도면과 작업지시서를 검토해 용접 조건을 잡고, 재료 두께에 맞춰 장비를 조정합니다. 아크·CO2 용접 모두 가능하며 장비 고장은 웬만하면 직접 잡습니다.
10005	DBA 8년차. 대규모 서비스 DB의 사용자 권한 관리, 백업·복구 절차 수립, 성능 모니터링과 튜닝을 담당했습니다. 장애 상황에서 원인을 좁혀가는 판단이 빠른 편이고 보안 정책 수립도 함께 맡아왔습니다. SQL 전문가 자격 보유.
7155	여성복 브랜드에서 6년. 국내외 시즌 트렌드 리서치로 소재와 컬러를 정하고, 스케치와 작업지시서를 거쳐 샘플까지 진행합니다. 패턴 담당·재봉 담당과 붙어 수정하는 과정을 좋아합니다.
514	우편물 수집·구분·배달 2년. 담당 구역의 배달 순서를 스스로 최적화해 평균 소요 시간을 줄인 경험이 있습니다. 등기·소포 등 특수우편 처리에 익숙하고 1종 보통 면허 보유. 날씨와 관계없이 일정하게 유지하는 체력이 강점입니다.
1134	아동 심리 상담 4년차. 보호자 면담으로 발달·가족관계·학습 이력을 파악하고 심리검사로 문제 유형을 판별합니다. 놀이 상황에서 아동이 스스로 표현하도록 기다리는 방식으로 접근합니다.
3468	음료 생산 라인 9년. 원료 계량과 혼합기 투입 비율 관리, 당도 검사, 탄산 주입 공정을 담당했습니다. 설비가 멈추면 원인을 빠르게 좁혀 라인 정지 시간을 줄이는 데 자신 있습니다. 식품가공기능사 보유.
5635	종합사회복지관 9년. 대상자 상담으로 욕구와 가용 자원을 사정하고 지원 우선순위를 정하는 일, 심리안정·교육훈련 프로그램을 기획해 운영하는 일을 해왔습니다. 후원자·자원봉사자 모집과 관리도 병행했습니다. 사회복지사 1급.
6931	전기공학 전공, 배전 설비 관리 4년. 신·증설 공사의 준공내역과 설계도면을 관리하고 적정 변압기 용량을 검토해 관련 부서에 회신합니다. 정전·사고 통계를 정리해 취약 구간을 뽑아내는 일을 주로 했습니다. 산업계측제어기술사 보유.
5844	리서치 어시스턴트 2년. 담당 산업의 국내외 동향을 모으고 기업 재무제표와 거래량을 엮어 리포트 초안을 씁니다. 채권·파생 시장 지표까지 함께 보는 훈련을 받았습니다. 신용위험분석사 보유.
3442	태양광·풍력 설비 엔지니어 9년. 발전 설비를 기획·설계하고 운영 효율을 끌어올리는 개선 과제를 맡아왔습니다. 장비 선정과 유지보수 체계를 잡는 일에 특히 익숙하고 현장 데이터를 근거로 설득하는 편입니다.
1922	방문 학습 지도 11년. 회원별 진도를 계획하고 지도안을 준비해 가정에서 수업을 진행합니다. 과제 결과를 검토해 다음 회차를 조정하고, 학부모 상담으로 학습 상태를 공유합니다. 오래 맡은 회원이 많은 편입니다.
8846	방문요양 5년차. 거동이 불편한 어르신의 식사·목욕·배설 보조와 체위 변경, 주거 위생 관리를 담당합니다. 간호사 지시에 따라 체온·맥박을 기록하고 변화가 보이면 바로 공유합니다. 사람의 상태를 눈치채는 감이 빠르다는 말을 자주 듣습니다. 요양보호사 자격 보유.
9093	과일·채소 이동 판매 1년 반. 도매시장에서 직접 물건을 골라 매입하고, 수요가 많은 지역과 시간대를 찾아 자리를 잡습니다. 신선도 관리가 매출을 좌우해서 당일 회전을 최우선으로 둡니다.
330	생명공학 전공, 도료 연구소 1년차. 화학 공정과 재료 개선 실험을 보조하고 품질관리 항목을 정리하는 일을 맡고 있습니다. 원료·제품 기준을 문서화하는 작업을 주로 해왔습니다. 화공기사 보유.
1440	일반음식점 주방 2년 반. 채소·육류·해산물 전처리와 조리 보조, 완성 음식 운반과 보관, 주방 기구 세척을 담당합니다. 바쁜 시간대에 손이 빠르다는 평을 받습니다.
